Geneid	Chr	Start	End	Strand	Length	Bas.1	Bas.2	Bas.3	Ferro.3	Gad.1	Gad.2	Gad.3	LaCl.1	LaCl.2	LaCl.3	LaOx.1	LaOx.2	LaOx.3	LaP.1	LaP.2	LaP.3	Lop.1	Lop.2	Lop.3	MinLaCl.1	MinLaCl.2	MinLaCl.3	Mon.1	Mon.2	Mon.3	Xen.1	Xen.2	Xen.3
RHAL1_04061	RHAL1_chromosome	4087765	4088187	-	423	1209	622	911	990	910	911	1374	1133	1217	1192	1666	1439	1032	1905	685	2446	1460	1268	1216	688	1132	990	1271	1501	1281	1024	1628	2574
RHAL1_04062	RHAL1_chromosome	4088329	4088709	-	381	410	187	378	1562	447	430	631	689	910	777	857	757	521	736	336	992	629	554	579	309	441	413	510	461	482	409	539	705
RHAL1_04063	RHAL1_chromosome	4088859	4089638	-	780	256	85	121	621	317	278	390	372	386	437	513	347	381	570	270	786	256	252	262	153	364	309	437	415	292	188	225	379
RHAL1_04064	RHAL1_chromosome	4089635	4090852	-	1218	298	126	200	595	290	252	472	405	435	430	526	354	370	423	186	714	481	344	396	302	406	392	348	355	314	163	188	278
RHAL1_04065	RHAL1_chromosome	4090849	4092714	-	1866	544	208	235	1718	672	619	1032	883	806	730	1076	786	930	1160	403	1433	631	522	516	452	672	646	885	796	610	388	534	717
RHAL1_04066	RHAL1_chromosome	4092714	4094756	-	2043	1815	612	1021	7737	2055	2031	3097	2056	2632	2187	2949	2208	2385	3733	1432	4690	1276	1330	1140	1446	2053	1707	2810	2929	2727	1326	1783	2718
RHAL1_04067	RHAL1_chromosome	4094813	4095919	-	1107	1015	339	475	3552	1223	1165	1712	1573	1822	1614	2149	1662	1645	2087	768	3072	949	905	894	1028	1296	1060	1606	1556	1369	707	1080	1485
RHAL1_04068	RHAL1_chromosome	4095922	4097181	-	1260	1934	597	969	11417	2384	2517	3736	3016	4128	3255	4280	3305	2945	4826	1887	5525	1452	1507	1481	1836	2521	2166	3545	3369	3244	1287	2450	3443
RHAL1_04069	RHAL1_chromosome	4097213	4098562	-	1350	1159	534	673	4573	1523	1811	2508	2287	2708	2208	3283	2300	1913	3155	1095	4118	1392	1275	1262	1557	1921	1617	2445	2589	2033	897	1283	1910
RHAL1_04070	RHAL1_chromosome	4098559	4099149	-	591	247	101	129	796	372	522	646	534	608	425	682	402	478	555	321	842	254	225	356	286	414	368	566	486	385	173	194	368
RHAL1_04071	RHAL1_chromosome	4099142	4099807	-	666	776	216	399	2185	876	1019	1327	1576	1621	1104	1806	1294	1224	1843	627	2287	714	677	689	845	1189	849	1472	1232	1162	354	604	865
RHAL1_04072	RHAL1_chromosome	4099804	4102125	-	2322	1901	734	1319	4740	2130	2433	3495	2697	3082	2586	3774	2818	2653	4683	1836	5925	2073	1972	1665	2264	2783	2204	3838	3830	2971	1385	1917	2749
RHAL1_04073	RHAL1_chromosome	4102426	4103679	-	1254	1520	672	994	1835	1242	1233	1729	1674	1593	1559	2332	1647	1489	2815	1096	3728	1985	1699	1424	1268	1668	1498	2219	2120	1862	933	1611	2204
RHAL1_04074	RHAL1_chromosome	4103814	4104848	+	1035	648	294	503	1012	559	619	936	624	661	589	888	665	522	736	371	1113	842	889	866	430	687	609	584	566	524	380	477	608
RHAL1_04075	RHAL1_chromosome	4105057	4105347	+	291	3277	2024	2623	4440	2197	1999	2899	2508	2443	2300	2705	2344	2177	3164	1105	4022	2464	2471	2849	1655	2641	2112	1802	2269	2335	2253	4058	5749
RHAL1_04076	RHAL1_chromosome	4105676	4107034	+	1359	23154	22655	39610	44054	14438	13304	20900	45435	55729	45885	54326	48695	25188	27630	11474	35865	31948	27248	22516	21890	25286	30843	17177	16924	19536	20397	38457	50177
RHAL1_04077	RHAL1_chromosome	4107111	4107410	+	300	2262	1448	1635	4436	1807	1816	2744	2005	2269	2179	2529	1985	2019	1994	829	2723	1646	1777	1710	792	1264	1140	1024	1426	992	1062	1737	2526
RHAL1_04078	RHAL1_chromosome	4107414	4107923	+	510	2771	1710	2290	3803	1901	1851	2788	3029	3036	2750	3364	2885	2196	3065	1205	4125	3122	3087	2792	1733	2427	2130	2584	2341	2185	1183	1870	2604
RHAL1_04079	RHAL1_chromosome	4107955	4108155	+	201	1215	672	1204	5002	802	818	1270	828	763	715	1303	1108	872	1205	506	1252	692	570	615	369	556	533	849	985	908	933	1676	2323
RHAL1_04080	RHAL1_chromosome	4109830	4111134	-	1305	3830	2274	3224	16787	2878	2398	4347	5053	3903	3217	5094	4464	2614	8753	3277	9756	3085	2899	2559	1889	2702	2501	5283	7577	6732	3806	6853	8910
RHAL1_04081	RHAL1_chromosome	4111151	4112296	-	1146	7775	7497	12554	32042	7029	6100	10946	19218	18769	14800	20647	18841	8383	11144	4018	15713	13290	11990	9660	5834	6955	8949	6631	7454	8279	9019	16009	21254
RHAL1_04082	RHAL1_chromosome	4112319	4113248	-	930	992	688	931	2087	730	597	1019	1391	1164	1006	1640	1273	666	1099	419	1506	1439	1074	1068	515	702	809	751	769	664	736	963	1341
RHAL1_04083	RHAL1_chromosome	4113242	4113508	-	267	755	232	330	3245	563	437	889	834	451	452	1231	1154	426	1155	355	1561	798	803	725	292	450	580	1464	1490	1384	330	507	602
RHAL1_04084	RHAL1_chromosome	4113570	4114052	-	483	4939	1208	1523	21034	3467	3453	6493	6345	2925	2570	10632	8819	2652	10687	3561	11828	7500	7204	7033	3164	3864	5041	13830	18579	13914	1532	2361	3438
RHAL1_04085	RHAL1_chromosome	4115108	4115767	-	660	1601	638	938	11122	999	1218	1747	1701	1465	1224	2751	2533	1530	3227	1299	3462	1493	1449	1298	794	939	1163	2488	3028	2844	1076	2436	3341
RHAL1_04086	RHAL1_chromosome	4115764	4116879	-	1116	3764	1479	1847	18035	2242	2843	4070	3113	2440	2234	5648	4770	2525	8320	2939	8453	3117	3071	2698	1866	2154	2534	5967	8149	6523	1794	4891	6742
RHAL1_04087	RHAL1_chromosome	4116942	4117226	-	285	1156	482	848	2336	737	675	1030	1248	780	768	1642	1414	642	1744	663	1914	2134	1626	1768	688	881	1278	1289	1625	1462	659	992	1475
RHAL1_04088	RHAL1_chromosome	4117548	4117745	+	198	10827	2374	1166	18987	4212	4731	7976	8188	2307	2061	12935	10062	3360	9924	3948	9374	12116	11888	15250	2833	4764	7156	13676	18791	17582	403	701	1011
RHAL1_04089	RHAL1_chromosome	4117852	4119480	+	1629	14859	2563	1927	35979	7154	8220	13568	8771	4471	4077	17903	14715	5924	11358	4160	11409	9209	9108	9860	4099	5351	7235	13417	15862	13249	2658	4449	5644
RHAL1_04090	RHAL1_chromosome	4119493	4120269	+	777	5222	753	657	9822	2207	2592	4608	3734	1752	1443	5970	4969	2109	3436	1230	3375	3031	2890	3444	1446	1688	2375	4511	4559	3994	530	930	1094
RHAL1_04091	RHAL1_chromosome	4120266	4121270	+	1005	12794	1777	1471	32970	6067	6686	12167	9248	4748	3826	19671	16247	5997	8862	3123	9055	6002	6790	6765	3269	4129	5850	10955	11757	9682	1072	2098	3071
RHAL1_04092	RHAL1_chromosome	4121531	4123504	+	1974	8442	1462	1513	27229	3843	4469	7154	6005	3142	3013	12971	11304	3486	5796	2018	6504	3462	4192	4769	1979	2199	3296	4617	5653	5077	2018	3183	4066
RHAL1_04093	RHAL1_chromosome	4123953	4124642	+	690	6952	6645	10710	17529	5903	5105	7895	13128	16581	13718	17053	13821	7359	11344	4504	15374	8586	7948	6735	8038	9403	8953	7662	7303	8258	13670	23632	29236
RHAL1_04094	RHAL1_chromosome	4124639	4126171	+	1533	1835	506	603	3129	863	863	1356	1598	1146	959	1866	1807	868	1718	629	2185	1140	1222	1270	710	896	990	1239	1412	1443	811	1292	1690
RHAL1_04095	RHAL1_chromosome	4126186	4127916	+	1731	3596	1380	1721	6628	1891	1608	2609	2743	1676	1708	4026	3522	1749	2700	876	3330	2498	2508	2569	1275	1636	1867	1799	2207	2084	1646	2861	3527
RHAL1_04096	RHAL1_chromosome	4128152	4129150	+	999	2955	1246	1658	6335	1734	1604	2412	2996	2283	1949	4088	3706	1987	4671	1701	5316	2269	2415	2475	1302	1585	1775	2662	3372	3162	2378	4180	5409
RHAL1_04097	RHAL1_chromosome	4129553	4130746	+	1194	2901	1354	2166	3711	1705	1429	2303	3858	3566	3061	4398	3651	2154	4863	1867	6452	3313	2933	2614	2063	2440	2775	3300	3678	3865	2882	4006	5551
RHAL1_04098	RHAL1_chromosome	4130916	4133048	+	2133	1335	871	1092	1463	1007	909	1453	2377	2392	1761	2270	1885	1433	2220	941	2667	2225	2151	1898	1107	1623	1546	1440	1432	1449	1340	1594	2327
RHAL1_04099	RHAL1_chromosome	4133150	4133629	+	480	1702	858	1253	3346	1329	1180	1966	2742	2973	2446	3165	2721	1706	2802	1071	3569	2267	2057	1933	1144	1609	1834	1881	2043	2297	2224	3178	4425
RHAL1_04100	RHAL1_chromosome	4133640	4133936	+	297	4355	1654	2634	4309	2374	2397	3595	4607	3669	2844	4171	3525	3132	10409	3604	12031	4344	4320	4114	2609	3852	3472	7236	8317	8270	6588	8746	12420
RHAL1_04101	RHAL1_chromosome	4134053	4134793	-	741	57	42	49	67	44	37	51	91	59	42	88	55	48	67	33	86	118	84	74	45	62	68	33	35	45	34	43	73
RHAL1_04102	RHAL1_chromosome	4134871	4135872	-	1002	77	54	47	45	29	28	54	67	43	36	73	54	62	59	54	114	116	102	100	38	60	54	53	44	43	45	46	72
RHAL1_04103	RHAL1_chromosome	4135866	4136291	-	426	20	15	10	28	18	30	28	50	27	20	33	24	14	61	21	51	15	22	22	11	22	19	27	19	12	24	22	42
RHAL1_04104	RHAL1_chromosome	4136464	4136739	+	276	216	114	112	169	192	179	258	286	238	214	298	278	226	671	270	841	340	306	283	154	184	198	494	525	288	251	274	461
RHAL1_04105	RHAL1_chromosome	4136747	4139185	+	2439	1203	930	1372	1045	719	745	1046	1827	1568	1204	1899	1636	1040	1949	709	2230	1936	1733	1563	1017	1389	1527	1190	1301	1364	1057	1391	2195
RHAL1_04106	RHAL1_chromosome	4139182	4139919	+	738	1090	314	734	461	704	655	1056	1553	1646	1484	2506	1919	1696	4260	1402	4934	741	802	796	1203	1559	1146	3698	3298	2815	558	802	1084
RHAL1_04107	RHAL1_chromosome	4139929	4140255	+	327	920	562	857	652	432	395	496	931	782	731	1070	814	626	1609	561	2399	1998	1391	1396	1124	1269	1240	1373	1085	1223	1207	1293	1486
RHAL1_04108	RHAL1_chromosome	4140252	4141613	+	1362	1626	963	1611	2354	1099	1050	1455	2194	2121	2188	2860	2525	1532	3426	1241	4563	2594	2323	2188	1405	1882	1990	2275	2733	2455	2383	3328	4446
RHAL1_04109	RHAL1_chromosome	4141616	4142305	+	690	1052	720	1164	1154	797	593	982	1522	1486	1236	1823	1705	1033	1926	831	2263	1730	1521	1425	1052	1320	1380	1521	1546	1221	1084	1363	2120
RHAL1_04110	RHAL1_chromosome	4142302	4143375	+	1074	2821	2110	3048	2688	1557	1239	1957	3783	3392	2472	3997	3638	2314	3390	1083	3865	4225	3778	3751	2212	3007	3171	2519	2517	2674	2085	2992	4193
RHAL1_04111	RHAL1_chromosome	4143372	4144580	+	1209	2277	1231	1927	2369	1289	1211	1759	2431	2090	1886	2436	2026	1948	4103	1502	4762	2386	1961	2231	1277	1599	1869	2335	3047	2793	2587	4281	5886
RHAL1_04112	RHAL1_chromosome	4144577	4144825	+	249	811	460	736	1314	446	413	646	697	635	602	740	675	683	1203	494	1372	549	511	498	381	415	456	619	913	828	691	1467	2103
RHAL1_04114	RHAL1_chromosome	4145563	4148961	-	3399	2166	735	942	1442	1483	1476	2205	2648	2484	2084	3137	2549	2527	3315	1343	4513	2366	2242	1955	1546	2105	1903	2253	2056	1981	1056	1363	2020
RHAL1_04115	RHAL1_chromosome	4148958	4152062	-	3105	2142	695	1062	963	1252	1139	1536	2260	2091	1604	2455	2105	1823	2815	1048	3952	2330	1983	2078	1771	1912	2150	2716	2071	1983	1215	1365	1796
RHAL1_04116	RHAL1_chromosome	4152169	4152468	+	300	15050	14267	24609	11935	7624	6073	9325	15865	15023	12429	17758	15249	6107	4457	2040	6845	11563	11594	9634	4091	4546	8093	3224	2982	4092	5585	9339	14660
RHAL1_04117	RHAL1_chromosome	4152470	4153447	-	978	8085	5492	7079	7245	5967	4846	7352	8946	8199	6431	8737	7674	5709	5145	1944	6888	6272	5915	5361	2626	3719	4438	3449	3115	3225	2450	3479	5357
RHAL1_04118	RHAL1_chromosome	4153523	4154431	+	909	386	269	264	142	257	212	268	408	306	327	464	317	256	491	213	703	486	489	428	160	435	337	363	366	257	197	205	327
RHAL1_04119	RHAL1_chromosome	4154428	4155174	+	747	782	203	541	653	339	468	540	605	703	666	1086	816	857	2142	725	2706	520	499	538	665	937	758	1743	1915	1661	447	633	1005
RHAL1_04120	RHAL1_chromosome	4155245	4155820	+	576	2341	883	1364	1371	1912	1774	2751	1813	1276	1311	2687	1955	1630	2721	1068	3003	1640	1553	1584	1219	1644	1252	1951	1804	1206	856	1289	1638
RHAL1_04121	RHAL1_chromosome	4155912	4157279	-	1368	3419	1459	2096	1706	2160	2072	3133	2980	2880	2538	3529	2912	3158	6825	2767	8622	2882	2728	2543	1871	2632	2473	4761	5301	4363	2664	3795	5515
RHAL1_04122	RHAL1_chromosome	4157313	4157978	+	666	1188	564	850	485	702	756	1152	982	870	819	1281	909	928	1859	819	2480	1310	1103	944	639	948	865	1538	1617	1330	766	1173	1646
RHAL1_04123	RHAL1_chromosome	4157941	4159167	-	1227	303	168	202	118	204	180	406	296	205	239	354	271	280	331	111	606	562	332	389	170	224	305	274	244	199	78	204	189
RHAL1_04124	RHAL1_chromosome	4159164	4159877	-	714	74	48	66	52	78	72	176	111	85	83	145	101	125	170	95	265	201	115	130	87	119	132	156	153	123	75	92	172
RHAL1_04125	RHAL1_chromosome	4159887	4160510	-	624	685	181	323	371	324	399	554	598	419	437	938	676	561	931	405	1165	952	814	734	475	679	812	825	676	726	451	729	1095
RHAL1_04126	RHAL1_chromosome	4160663	4162138	+	1476	1825	1069	953	1024	1146	1133	1491	1640	1196	1058	1761	1386	1223	2208	849	3052	2966	2537	2454	1030	1756	1682	2066	1834	1642	901	1243	1639
RHAL1_04127	RHAL1_chromosome	4162276	4164096	+	1821	2891	1268	1436	2015	1721	1653	2245	2075	2096	1542	1966	1841	1545	5308	1873	7049	2653	2238	1985	1360	1863	1924	2956	3159	3859	9719	16669	27908
RHAL1_04128	RHAL1_chromosome	4164110	4165222	-	1113	1044	276	469	414	480	451	599	464	396	422	692	524	682	1395	426	1609	506	414	472	300	444	390	823	947	863	1045	1777	2699
RHAL1_04129	RHAL1_chromosome	4165314	4165631	-	318	858	324	450	204	397	413	619	663	500	490	676	464	624	1864	658	1815	629	624	615	417	503	615	993	1213	1040	654	915	1350
RHAL1_04130	RHAL1_chromosome	4165988	4167565	+	1578	4586	1732	1928	3455	2837	2560	4020	3486	3161	2903	4021	3051	3768	5821	2197	7135	3460	3252	3444	1833	2634	2705	3577	3552	3418	2441	3319	5621
RHAL1_04131	RHAL1_chromosome	4167592	4169679	-	2088	1137	500	638	1002	683	622	991	1188	953	849	1195	1002	861	1587	578	2044	1240	1039	1177	768	989	980	1143	1229	1063	874	966	1348
RHAL1_04132	RHAL1_chromosome	4169878	4170576	+	699	1285	359	617	873	781	790	1140	696	661	602	1044	726	791	2089	855	2196	822	841	718	547	717	737	1307	1461	1233	841	1451	2226
RHAL1_04133	RHAL1_chromosome	4170812	4171384	+	573	2097	646	976	948	930	897	1284	1466	1397	1078	1816	1385	1334	5450	1798	5189	1329	1123	1356	1385	1599	1565	3580	4066	3555	1745	2730	3992
RHAL1_04135	RHAL1_chromosome	4171891	4174158	+	2268	5861	2373	3611	3052	3402	3221	5330	5029	4458	3860	5887	4210	4581	9633	3775	11682	5297	4882	4611	3281	4287	4415	6715	6928	6098	4400	5622	9225
RHAL1_04136	RHAL1_chromosome	4174369	4174707	+	339	2436	636	1111	26016	10919	12591	16383	1168	1000	945	1303	1077	744	996	364	1169	821	1080	1105	646	737	840	578	697	567	606	1157	1756
RHAL1_04137	RHAL1_chromosome	4174747	4176276	+	1530	11216	4302	5899	128330	53259	47240	68036	5361	4409	3883	5839	5052	3596	5552	2112	6477	5651	6723	6133	2972	4156	4155	3866	3565	3291	2361	3923	5202
RHAL1_04138	RHAL1_chromosome	4176472	4179057	+	2586	6473	2426	4069	8634	3711	3040	5210	3919	3504	2834	4314	3915	2700	4344	1668	6059	4168	3614	3401	1870	2872	2907	2588	2738	2571	2666	3532	5180
RHAL1_04139	RHAL1_chromosome	4179116	4179769	+	654	13870	5016	11284	12852	7684	8356	11339	10914	13794	12113	21567	16206	13937	49723	18267	48230	6996	7531	6534	11607	16324	11312	34773	42800	30111	8963	15668	21069
RHAL1_04140	RHAL1_chromosome	4179983	4180789	+	807	4272	3383	3411	3179	2626	1880	2861	3071	2902	2603	3455	2669	2076	2504	952	3486	3661	3755	3609	1549	2118	1827	1869	1736	1658	1588	2353	2970
RHAL1_04141	RHAL1_chromosome	4180786	4181427	-	642	4256	3526	4474	7499	2876	2176	3922	3958	5312	4861	4064	3468	3202	2687	1175	4112	4801	4377	3988	1888	3022	2941	1626	1595	1437	1801	2672	3788
RHAL1_04142	RHAL1_chromosome	4181465	4181812	-	348	21328	13358	14818	22985	13981	11209	17066	26571	36042	32885	25688	21865	21114	15311	6365	20224	18650	16270	16641	10619	14164	14478	10973	10018	9980	8349	12309	16660
RHAL1_04143	RHAL1_chromosome	4181861	4182151	-	291	36252	17212	24073	62012	25181	21448	33578	61895	75985	70352	54862	47447	47287	30365	12541	47084	36402	34182	33635	23709	28624	31011	19265	14486	17987	12236	18184	23745
RHAL1_04144	RHAL1_chromosome	4182217	4183182	-	966	5357	2465	3718	4628	3352	3303	5010	4265	4489	3927	4938	3941	4247	8875	3615	9966	4385	3975	3904	2557	3790	3444	5210	6076	5480	3928	5853	8298
RHAL1_04145	RHAL1_chromosome	4183252	4184139	-	888	894	297	579	266	409	529	746	707	662	540	858	695	645	1252	488	1486	894	787	820	409	609	790	895	960	823	478	624	899
RHAL1_04146	RHAL1_chromosome	4184466	4185629	+	1164	11857	4178	8341	13855	7977	8086	11438	11738	14035	12868	21785	16190	16918	32205	10774	37612	6954	6939	7079	7687	10592	8126	22385	24229	18313	5474	8548	11662
RHAL1_04147	RHAL1_chromosome	4185657	4185854	-	198	820	363	612	1135	578	468	679	783	926	811	1140	878	932	1851	533	2223	505	551	525	434	597	459	1548	1685	1285	575	875	1091
RHAL1_04148	RHAL1_chromosome	4185866	4187740	-	1875	2409	1566	2135	3482	1621	1300	2073	2446	2610	2336	3540	2862	1882	3763	1162	4756	2450	2029	2108	1964	2297	2076	3054	2783	2765	1525	2359	2850
RHAL1_04149	RHAL1_chromosome	4187841	4191233	-	3393	45152	40090	49271	39503	24950	21454	35596	37420	34545	32302	43411	35158	25565	29970	12033	40353	50403	43617	40814	18570	28491	25685	22626	22961	20681	16423	23908	31694
RHAL1_04150	RHAL1_chromosome	4191569	4193203	-	1635	1899	1034	1363	1501	1211	1082	1759	1894	1807	1813	2346	1587	1784	2181	975	3029	2052	1570	1693	932	1313	1358	1625	1478	1422	778	1020	1385
RHAL1_04151	RHAL1_chromosome	4193212	4193616	-	405	796	553	751	633	450	398	706	1232	1571	1267	1091	933	926	1016	384	1612	913	923	932	486	850	788	695	686	652	405	559	686
RHAL1_04152	RHAL1_chromosome	4194120	4194449	-	330	1992	1441	1552	2629	863	808	1398	2021	1544	1231	1960	1657	1161	2464	815	2580	2054	2127	1996	801	1425	1276	1577	1834	1527	1035	1818	2397
RHAL1_04153	RHAL1_chromosome	4194449	4195648	-	1200	5688	3860	4344	4967	3513	3061	5102	5782	5171	4907	6343	5049	4302	7137	2816	9376	7693	7421	7156	2861	4589	4355	5028	5061	3887	2657	4028	5859
RHAL1_04154	RHAL1_chromosome	4195740	4196285	-	546	952	711	1845	484	881	934	1510	1287	1023	739	1234	1115	679	1088	405	1477	1739	1416	1287	724	1046	989	706	714	567	707	1000	1259
RHAL1_04155	RHAL1_chromosome	4196310	4196459	-	150	421	356	1222	240	349	261	500	443	434	383	622	579	274	351	150	470	588	498	428	214	331	316	188	160	193	433	676	917
RHAL1_04156	RHAL1_chromosome	4196700	4197323	+	624	804	357	538	377	644	713	1044	1018	1054	1068	1499	1185	1257	2406	876	3308	750	717	765	967	1408	833	2046	1940	1473	462	451	632
RHAL1_04157	RHAL1_chromosome	4197320	4198354	+	1035	4227	2121	3707	3360	2747	3008	4075	6179	6040	5314	8302	6362	5859	13672	4826	15670	4302	4008	3955	4492	6245	4785	10613	10347	7868	2377	3345	4731
RHAL1_04158	RHAL1_chromosome	4198454	4200286	+	1833	8013	5287	6765	15149	7152	6171	9653	17115	27908	21874	20227	16673	12523	14126	5664	19305	10269	9358	8452	8660	11375	10101	9422	8557	8669	6037	9365	13278
RHAL1_04159	RHAL1_chromosome	4200290	4201246	-	957	89691	62189	75422	151238	65236	54011	89349	157929	264784	193247	162985	132411	122752	100400	40265	126014	108601	103356	95026	81138	106305	98146	75036	59666	67266	31591	58641	88186
RHAL1_04160	RHAL1_chromosome	4201402	4201635	-	234	28009	28305	50373	19846	19230	17997	28863	36053	41319	41965	53880	42109	26219	13360	6863	18549	41823	32893	30865	13916	22138	22594	6913	5511	6904	10188	15228	25905
RHAL1_04161	RHAL1_chromosome	4201888	4202457	+	570	16159	7851	11290	25669	9877	9477	13652	11317	13126	11860	16823	13770	12421	18586	6851	23312	11999	13621	13196	6691	10769	9789	12335	14224	14685	15438	23971	35685
RHAL1_04162	RHAL1_chromosome	4202593	4203825	-	1233	4792	2722	3103	15428	6329	4252	7767	5001	6113	3930	7272	6395	4068	3813	1459	4988	4499	3670	4120	2248	3867	2749	3747	3252	3647	13980	17761	29214
RHAL1_04163	RHAL1_chromosome	4203920	4205356	-	1437	9592	6305	9566	44101	13546	8178	15192	6921	7805	5762	13933	11968	11774	8376	2600	16591	9299	7418	8060	5842	9301	6986	9214	7152	8272	40988	56092	94620
RHAL1_04164	RHAL1_chromosome	4205733	4206128	+	396	227	80	118	415	178	157	277	161	163	101	320	158	262	245	85	417	232	167	205	143	168	155	272	247	173	320	443	604
RHAL1_04165	RHAL1_chromosome	4206145	4207689	+	1545	2124	787	1099	1441	1325	1268	2026	2068	1890	1698	2357	1925	1975	3881	1587	4749	1890	1811	1751	1183	1716	1633	2605	2738	2298	1320	2054	3004
RHAL1_04166	RHAL1_chromosome	4208109	4208708	+	600	2023	719	1029	2072	1445	1380	2044	1651	1731	1399	2247	1742	1551	3217	1353	4224	1553	1416	1429	1348	1500	1482	2638	2492	2415	2334	3537	5358
RHAL1_04167	RHAL1_chromosome	4208711	4209514	-	804	3506	1521	2300	1385	1645	1638	2304	2542	2150	1811	2774	2154	2230	4306	1887	4756	3002	2866	2756	1552	2407	2375	2794	3132	2631	1963	2768	4052
RHAL1_04168	RHAL1_chromosome	4209681	4211504	+	1824	3136	1440	2166	1767	1541	1521	2403	2626	2906	2672	3196	2507	2628	5359	2149	6517	3584	2869	2872	1677	2459	2305	3306	3441	3146	2277	2976	4250
RHAL1_04169	RHAL1_chromosome	4211697	4212698	-	1002	614	163	238	178	252	233	334	431	357	352	532	358	472	809	323	952	523	433	426	322	387	289	571	565	560	247	345	546
RHAL1_04170	RHAL1_chromosome	4212708	4213178	-	471	826	395	447	538	506	449	803	749	789	727	951	868	868	1727	683	2088	1050	862	886	466	629	584	965	1000	862	582	976	1380
RHAL1_04171	RHAL1_chromosome	4213175	4214035	-	861	3471	1072	1405	918	1809	1833	2715	2670	2448	2428	3668	2591	2959	6429	2850	8003	3784	2913	2842	2344	3169	2703	4328	4566	4010	1957	2849	4173
RHAL1_04172	RHAL1_chromosome	4214108	4216090	-	1983	2270	1344	2124	2036	1448	1252	1877	2041	1989	1645	2057	1601	1218	1355	583	2004	2693	2435	2589	1284	1508	1739	1009	1006	806	870	1410	1740
RHAL1_04173	RHAL1_chromosome	4216248	4217051	+	804	2188	998	1498	1444	1029	843	1496	1460	1504	1266	1670	1598	1340	2196	826	2525	2049	1954	1852	869	1424	1453	1430	1557	1483	1078	1513	2017
RHAL1_04174	RHAL1_chromosome	4217075	4217209	-	135	70	17	22	42	21	29	37	45	32	17	35	52	22	63	10	90	72	33	48	32	35	41	64	37	53	22	28	19
RHAL1_04175	RHAL1_chromosome	4217209	4217835	-	627	509	406	510	273	376	441	538	477	414	421	728	564	355	686	269	1070	993	632	747	342	578	596	639	514	484	728	971	1342
RHAL1_04176	RHAL1_chromosome	4217890	4218624	-	735	2509	2658	2404	2250	1581	2220	2627	1671	1285	1262	2146	1667	1195	2522	757	4467	1875	1773	1750	711	909	1185	1285	1418	1486	6642	11008	19193
