locus_tag,length,genes,EC,product [prokka],KO,product [KEGG],annotation [KEGG GENES ]
RHAL1_03529,1224,nodE, ,Nodulation protein E,K14660,nodulation protein E [EC:2.3.1.-],K14660 nodulation protein E [EC:2.3.1.-] 
RHAL1_03530,384, , ,hypothetical protein,,,no KO assigned 
RHAL1_03531,402, , ,Acyl dehydratase,,,no KO assigned 
RHAL1_03532,798, , ,Short-chain dehydrogenase/reductase SDR,,,no KO assigned 
RHAL1_03533,1074,cpoB, ,Cell division coordinator CpoB,,,no KO assigned 
RHAL1_03534,1017,tilS,6.3.4.19,tRNA(Ile)-lysidine synthase,K04075,tRNA(Ile)-lysidine synthase [EC:6.3.4.19],K04075 tRNA(Ile)-lysidine synthase [EC:6.3.4.19] 
RHAL1_03535,1926,ftsH,3.4.24.-,"protease, ATP-dependent zinc-metallo",K03798,cell division protease FtsH [EC:3.4.24.-],K03798 cell division protease FtsH [EC:3.4.24.-] 
RHAL1_03536,1707,ggt,2.3.2.2,gamma-glutamyltranspeptidase,K00681,gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13],K00681 gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13] 
RHAL1_03537,747, , ,hypothetical protein,,,K07090 uncharacterized protein 
RHAL1_03538,1110,chaA, ,Sodium/proton antiporter ChaA,K07300,Ca2+:H+ antiporter,K07300 Ca2+:H+ antiporter 
RHAL1_03539,1140, , ,hypothetical protein,K07098,uncharacterized protein,K07098 uncharacterized protein 
RHAL1_03540,276, , ,exported protein of unknown function,,,no KO assigned 
RHAL1_03541,108, , ,hypothetical protein,,,no KO assigned 
RHAL1_03542,189, , ,protein of unknown function,,,no KO assigned 
RHAL1_03543,762, , ,hypothetical protein,,,no KO assigned 
RHAL1_03544,330, , ,DNA uptake protein ComE,,,K02237 competence protein ComEA 
RHAL1_03545,1923,srmB,3.6.4.13,ATP-dependent RNA helicase SrmB,,,K03654 ATP-dependent DNA helicase RecQ [EC:5.6.2.4] 
RHAL1_03546,528, ,2.1.1.63,Methylated-DNA--protein-cysteine methyltransferase,K00567,methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63],K00567 methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63] 
RHAL1_03547,1740, , ,hypothetical protein,K06915,uncharacterized protein,no KO assigned 
RHAL1_03548,1620,gmr,3.1.4.52,Cyclic di-GMP phosphodiesterase Gmr,,,K14051 c-di-GMP phosphodiesterase Gmr [EC:3.1.4.52] 
RHAL1_03549,393,cheY_2, ,chemotaxis regulator transmitting signal to flagellar motor component,K03413,"two-component system, chemotaxis family, chemotaxis protein CheY","K03413 two-component system, chemotaxis family, chemotaxis protein CheY "
RHAL1_03550,1032,ribF,2.7.1.26,Riboflavin kinase / FMN adenylyltransferase,K11753,riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2],K11753 riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2] 
RHAL1_03551,465,ohrR, ,Organic hydroperoxide resistance transcriptional regulator,,,"K23775 MarR family transcriptional regulator, organic hydroperoxide resistance regulator "
RHAL1_03552,1422,gltD,1.4.1.13,Glutamate synthase [NADPH] small chain,K00266,glutamate synthase (NADPH) small chain [EC:1.4.1.13],K00266 glutamate synthase (NADPH) small chain [EC:1.4.1.13] 
RHAL1_03553,4785,gltB,1.4.1.13,"glutamate synthase, large subunit",K00265,glutamate synthase (NADPH) large chain [EC:1.4.1.13],K00265 glutamate synthase (NADPH) large chain [EC:1.4.1.13] 
RHAL1_03554,1287,proA,1.2.1.41,Gamma-glutamyl phosphate reductase,K00147,glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41],K00147 glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41] 
RHAL1_03555,594,nadD,2.7.7.18,putative nicotinate-nucleotide adenylyltransferase,K00969,nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18],K00969 nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18] 
RHAL1_03556,426, , ,hypothetical protein,,,no KO assigned 
RHAL1_03557,1329, , ,4Fe-4S ferredoxin,,,no KO assigned 
RHAL1_03558,504, , ,protein of unknown function,,,no KO assigned 
RHAL1_03559,2634,clpB, ,protein disaggregation chaperone,K03695,ATP-dependent Clp protease ATP-binding subunit ClpB,K03695 ATP-dependent Clp protease ATP-binding subunit ClpB 
RHAL1_03560,2652,leuS,6.1.1.4,leucyl-tRNA synthetase,K01869,leucyl-tRNA synthetase [EC:6.1.1.4],K01869 leucyl-tRNA synthetase [EC:6.1.1.4] 
RHAL1_03561,1653,glgX_3,3.2.1.-,Glycogen operon protein GlgX ,,,K01214 isoamylase [EC:3.2.1.68] 
RHAL1_03562,471, , ,protein of unknown function,,,no KO assigned 
RHAL1_03563,507, , ,hypothetical protein,K06867,uncharacterized protein,K06867 uncharacterized protein 
RHAL1_03564,1467, , ,"MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG",K08218,"MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG","K08218 MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG "
RHAL1_03565,573, , ,protein of unknown function,,,no KO assigned 
RHAL1_03566,657, , ,Transglutaminase (fragment),,,no KO assigned 
RHAL1_03567,672, , ,Transglutaminase,,,no KO assigned 
RHAL1_03568,1029, , ,hypothetical protein,,,no KO assigned 
RHAL1_03569,462, , ,Membrane protein,,,no KO assigned 
RHAL1_03570,1038,bchI,6.6.1.1,Magnesium-chelatase 38 kDa subunit,K03405,magnesium chelatase subunit I [EC:6.6.1.1],K03405 magnesium chelatase subunit I [EC:6.6.1.1] 
RHAL1_03571,1587,hpxW,3.5.1.126,Oxamate amidohydrolase proenzyme,,,K22602 oxamate amidohydrolase [EC:3.5.1.126] 
RHAL1_03572,426, , ,Thioesterase superfamily protein,,,no KO assigned 
RHAL1_03573,813, , ,hypothetical protein,K20326,protein XagA,K20326 protein XagA 
RHAL1_03574,558,pal_1, ,Peptidoglycan-associated lipoprotein,K03640,peptidoglycan-associated lipoprotein,K03640 peptidoglycan-associated lipoprotein 
RHAL1_03575,384, , ,exported protein of unknown function,,,no KO assigned 
RHAL1_03576,882,yfjR,1.1.-.-,putative oxidoreductase YfjR,K00020,3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31],no KO assigned 
RHAL1_03577,273, , ,protein of unknown function,,,no KO assigned 
RHAL1_03578,1368,atoE, ,putative short-chain fatty acid transporter,K02106,short-chain fatty acids transporter,K02106 short-chain fatty acids transporter 
RHAL1_03579,1371, , ,Integral membrane sensor signal transduction histidine kinase,K07638,"two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [E","K07638 two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3] "
RHAL1_03580,423, , ,hypothetical protein,,,no KO assigned 
RHAL1_03581,1008,yhbW, ,putative enzyme,,,no KO assigned 
RHAL1_03582,2196,purL,6.3.5.3,Phosphoribosylformylglycinamidine synthase subunit PurL,K23269,phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3],K23269 phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3] 
RHAL1_03583,1122, , ,Lysophospholipase,,,no KO assigned 
RHAL1_03584,1266,lysA,4.1.1.20,Diaminopimelate decarboxylase,K01586,diaminopimelate decarboxylase [EC:4.1.1.20],K01586 diaminopimelate decarboxylase [EC:4.1.1.20] 
RHAL1_03585,330, , ,hypothetical protein,,,no KO assigned 
RHAL1_03586,771, ,5.4.99.-,putative enzyme,K06177,tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99,K06177 tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29] 
RHAL1_03587,183, , ,hypothetical protein,,,no KO assigned 
RHAL1_03588,747, , ,hypothetical protein,,,no KO assigned 
RHAL1_03589,972, , ,hypothetical protein,K03932|K05972 ,polyhydroxybutyrate depolymerase,no KO assigned 
RHAL1_03590,90, , ,hypothetical protein,K01545,potassium-transporting ATPase KdpF subunit,no KO assigned 
RHAL1_03591,1734,kdpA,3.6.3.12,"potassium translocating ATPase, subunit A",K01546,potassium-transporting ATPase potassium-binding subunit,K01546 potassium-transporting ATPase potassium-binding subunit 
RHAL1_03592,2088,kdpB,7.2.2.6,"potassium translocating ATPase, subunit B",K01547,potassium-transporting ATPase ATP-binding subunit [EC:7.2.2.6],K01547 potassium-transporting ATPase ATP-binding subunit [EC:7.2.2.6] 
RHAL1_03593,600,kdpC,3.6.3.12,"potassium translocating ATPase, subunit C",K01548,potassium-transporting ATPase KdpC subunit,K01548 potassium-transporting ATPase KdpC subunit 
RHAL1_03594,2688, , ,"Two-component system, OmpR family, sensor histidine kinase KdpD",K07646,"two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]","K07646 two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3] "
RHAL1_03595,690,kdpE, ,DNA-binding response regulator in two-component regulatory system with KdpD,K07667,"two-component system, OmpR family, KDP operon response regulator KdpE","K07667 two-component system, OmpR family, KDP operon response regulator KdpE "
RHAL1_03596,411, , ,PTS sugar transporter subunit IIA,,,K02806 nitrogen PTS system EIIA component [EC:2.7.1.-] 
RHAL1_03597,2076,ligA,6.5.1.2,DNA ligase,K01972,DNA ligase (NAD+) [EC:6.5.1.2],K01972 DNA ligase (NAD+) [EC:6.5.1.2] 
RHAL1_03598,462, , ,hypothetical protein,,,no KO assigned 
RHAL1_03599,885,exoN,2.7.7.9,UTP--glucose-1-phosphate uridylyltransferase,K00963,UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9],K00963 UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9] 
RHAL1_03600,753, , ,Porin,K16079,outer membrane immunogenic protein,K16079 outer membrane immunogenic protein 
RHAL1_03601,1476, , ,DNA polymerase,K21929,uracil-DNA glycosylase [EC:3.2.2.27],K21929 uracil-DNA glycosylase [EC:3.2.2.27] 
RHAL1_03602,444, , ,hypothetical protein,,,no KO assigned 
RHAL1_03603,258, , ,protein of unknown function,,,no KO assigned 
RHAL1_03604,726,phaB,1.1.1.36,Acetoacetyl-CoA reductase,K00023|K00059 ,acetoacetyl-CoA reductase [EC:1.1.1.36]|3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100] ,K00023 acetoacetyl-CoA reductase [EC:1.1.1.36] 
RHAL1_03605,1176,atoB,2.3.1.9,acetyl-CoA acetyltransferase,K00626,acetyl-CoA C-acetyltransferase [EC:2.3.1.9],K00626 acetyl-CoA C-acetyltransferase [EC:2.3.1.9] 
RHAL1_03606,630, , ,"Polyhydroxyalkonate synthesis repressor, PhaR",,,no KO assigned 
RHAL1_03607,1353, , ,hypothetical protein,,,no KO assigned 
RHAL1_03608,624, , ,"Pyridoxamine 5'-phosphate oxidase-related protein, FMN-binding",K07006,uncharacterized protein,K07006 uncharacterized protein 
RHAL1_03609,942, , ,hypothetical protein,,,no KO assigned 
RHAL1_03610,2688, , ,DNA ligase D,K01971,bifunctional non-homologous end joining protein LigD [EC:6.5.1.1],K01971 bifunctional non-homologous end joining protein LigD [EC:6.5.1.1] 
RHAL1_03611,168, , ,hypothetical protein,,,no KO assigned 
RHAL1_03612,252, , ,hypothetical protein,,,no KO assigned 
RHAL1_03613,2181, , ,Diguanylate cyclase/phosphodiesterase with PAS/PAC and GAF sensor(S),,,no KO assigned 
RHAL1_03614,396,cdd,3.5.4.5,Cytidine deaminase,K01489,cytidine deaminase [EC:3.5.4.5],K01489 cytidine deaminase [EC:3.5.4.5] 
RHAL1_03615,2427,pheT,6.1.1.20,Phenylalanine--tRNA ligase beta subunit,K01890,phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20],K01890 phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20] 
RHAL1_03616,384, , ,hypothetical protein,,,no KO assigned 
RHAL1_03617,876,motA, ,Motility protein A,K02556,chemotaxis protein MotA,K02556 chemotaxis protein MotA 
RHAL1_03618,948, , ,protein of unknown function,K02416,flagellar motor switch protein FliM,K02416 flagellar motor switch protein FliM 
RHAL1_03619,321, , ,Flagellar motor switch protein FliN,K02417,flagellar motor switch protein FliN/FliY,K02417 flagellar motor switch protein FliN 
RHAL1_03620,1008, , ,Flagellar motor switch protein FliG,K02410,flagellar motor switch protein FliG,K02410 flagellar motor switch protein FliG 
RHAL1_03621,1092,flhB, ,Flagellar biosynthetic protein FlhB,K02401,flagellar biosynthetic protein FlhB,K02401 flagellar biosynthesis protein FlhB 
RHAL1_03622,438, , ,hypothetical protein,,,no KO assigned 
RHAL1_03623,351, , ,protein of unknown function,,,no KO assigned 
RHAL1_03624,1074,abrB, ,putative regulator AbrB,K07120,uncharacterized protein,K07120 uncharacterized protein 
RHAL1_03625,588,yecD,3.-.-.-,Isochorismatase family protein YecD,,,no KO assigned 
RHAL1_03626,600, , ,"Transcriptional regulator, TetR family",,,no KO assigned 
RHAL1_03627,912,rbsK_2,2.7.1.15,Ribokinase,K00852,ribokinase [EC:2.7.1.15],K00852 ribokinase [EC:2.7.1.15] 
RHAL1_03628,441, , ,MarR family transcriptional regulator,,,no KO assigned 
RHAL1_03629,1293, , ,Major facilitator superfamily MFS_1,,,no KO assigned 
RHAL1_03630,1548,ffh, ,Signal Recognition Particle (SRP) component with 4.5S RNA (ffs),K03106,signal recognition particle subunit SRP54 [EC:3.6.5.4],K03106 signal recognition particle subunit SRP54 [EC:3.6.5.4] 
RHAL1_03631,399,rpsP, ,30S ribosomal protein S16,K02959,small subunit ribosomal protein S16,K02959 small subunit ribosomal protein S16 
RHAL1_03632,513,rimM, ,Ribosome maturation factor RimM,K02860,16S rRNA processing protein RimM,K02860 16S rRNA processing protein RimM 
RHAL1_03633,1437, , ,"Glycosyl transferase, family 2",,,no KO assigned 
RHAL1_03634,417, , ,"Pyrimidine reductase, riboflavin biosynthesis",,,no KO assigned 
RHAL1_03635,201, , ,protein of unknown function,,,no KO assigned 
RHAL1_03636,1896, , ,hypothetical protein,K01908,propionyl-CoA synthetase [EC:6.2.1.17],K01908 propionyl-CoA synthetase [EC:6.2.1.17] 
RHAL1_03637,681, , ,Outer membrane immunogenic protein,K16079,outer membrane immunogenic protein,K16079 outer membrane immunogenic protein 
RHAL1_03638,786, , ,"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family",,,no KO assigned 
RHAL1_03639,480,rlmH,2.1.1.177,Ribosomal RNA large subunit methyltransferase H,K00783,23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177],K00783 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177] 
RHAL1_03640,372,rsfS, ,Ribosomal silencing factor RsfS,K09710,ribosome-associated protein,K09710 ribosome-associated protein 
RHAL1_03641,2487,glgP,2.4.1.1,Glycogen phosphorylase,K00688,glycogen phosphorylase [EC:2.4.1.1],K00688 glycogen phosphorylase [EC:2.4.1.1] 
RHAL1_03642,1284, , ,hypothetical protein,,,no KO assigned 
RHAL1_03643,507, , ,GCN5-related N-acetyltransferase,,,no KO assigned 
RHAL1_03644,504,rppH,3.6.1.-,RNA pyrophosphohydrolase,K08311,putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-],K08311 putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-] 
RHAL1_03645,1146, , ,hypothetical protein,K09798,uncharacterized protein,K09798 uncharacterized protein 
RHAL1_03646,1446,ctpA,3.4.21.102,Carboxy-terminal-processing protease,K03797,carboxyl-terminal processing protease [EC:3.4.21.102],K03797 carboxyl-terminal processing protease [EC:3.4.21.102] 
RHAL1_03647,1329, , ,hypothetical protein,K22719,murein hydrolase activator,K22719 murein hydrolase activator 
RHAL1_03648,1470, , ,hypothetical protein,,,no KO assigned 
RHAL1_03649,420, , ,Nuclear transport factor 2 family protein,,,no KO assigned 
RHAL1_03650,1356, , ,NADH dehydrogenase,K03885,NADH dehydrogenase [EC:1.6.99.3],K03885 NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9] 
RHAL1_03651,495, , ,MEKHLA domain-containing protein,,,no KO assigned 
RHAL1_03652,855,frmB, ,S-formylglutathione hydrolase,K01070,S-formylglutathione hydrolase [EC:3.1.2.12],K01070 S-formylglutathione hydrolase [EC:3.1.2.12] 
RHAL1_03653,1116,frmA,1.1.1.1,alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase,K00121,S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.,K00121 S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1] 
RHAL1_03654,270, , ,hypothetical protein,,,no KO assigned 
RHAL1_03655,498, , ,hypothetical protein,,,no KO assigned 
RHAL1_03656,588, , ,hypothetical protein,,,K00782 L-lactate dehydrogenase complex protein LldG 
RHAL1_03657,1506,lutB, ,Lactate utilization protein B,K18929,L-lactate dehydrogenase complex protein LldF,K18929 L-lactate dehydrogenase complex protein LldF 
RHAL1_03658,744,lutA, ,Lactate utilization protein A,K18928,L-lactate dehydrogenase complex protein LldE,K18928 L-lactate dehydrogenase complex protein LldE 
RHAL1_03659,657, , ,hypothetical protein,,,no KO assigned 
RHAL1_03660,771, , ,Alpha/beta hydrolase fold protein,,,no KO assigned 
RHAL1_03661,867,cysE,2.3.1.30,serine acetyltransferase,K00640,serine O-acetyltransferase [EC:2.3.1.30],K00640 serine O-acetyltransferase [EC:2.3.1.30] 
RHAL1_03662,381, , ,hypothetical protein,,,no KO assigned 
RHAL1_03663,630, , ,putative Pilus assembly protein PilZ,,,no KO assigned 
RHAL1_03664,759,cobF,2.1.1.152,Precorrin-6A synthase [deacetylating],K02228,precorrin-6A synthase [EC:2.1.1.152],K02228 precorrin-6A synthase [EC:2.1.1.152] 
RHAL1_03665,1848, , ,hypothetical protein,,,no KO assigned 
RHAL1_03666,882, , ,hypothetical protein,,,no KO assigned 
RHAL1_03667,1824, , ,Glucosyltransferase,K03669,membrane glycosyltransferase [EC:2.4.1.-],no KO assigned 
RHAL1_03668,726, , ,Inositol-3-phosphate synthase,K01858,myo-inositol-1-phosphate synthase [EC:5.5.1.4],no KO assigned 
RHAL1_03669,552, , ,Inositol-3-phosphate synthase,K01858,myo-inositol-1-phosphate synthase [EC:5.5.1.4],K01858 myo-inositol-1-phosphate synthase [EC:5.5.1.4] 
RHAL1_03670,372, , ,hypothetical protein,,,no KO assigned 
RHAL1_03671,1131, , ,Methyltransferase type 11,,,no KO assigned 
RHAL1_03672,1023, , ,Gfo/Idh/MocA family oxidoreductase,,,"K19181 1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming) [EC:1.1.1.292] "
RHAL1_03673,1494, , ,hypothetical protein,K09136,ribosomal protein S12 methylthiotransferase accessory factor,K09136 ribosomal protein S12 methylthiotransferase accessory factor 
RHAL1_03674,828, , ,Xylose isomerase,,,no KO assigned 
RHAL1_03675,1224, , ,Glycosyltransferase involved in cell wall bisynthesis,,,no KO assigned 
RHAL1_03676,741, , ,LmbE family N-acetylglucosaminyl deacetylase,,,no KO assigned 
RHAL1_03677,897,yghA, ,"putative glutathionylspermidine synthase, with NAD(P)-binding Rossmann-fold domain",,,no KO assigned 
RHAL1_03678,684, , ,"Haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED/haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E",K01091,phosphoglycolate phosphatase [EC:3.1.3.18],no KO assigned 
RHAL1_03679,435, , ,"DNA-binding transcriptional regulator, MarR family",,,no KO assigned 
RHAL1_03680,1758, , ,Voltage-gated chloride channel protein,K03281,"chloride channel protein, CIC family","K03281 chloride channel protein, CIC family "
RHAL1_03681,180, , ,protein of unknown function,,,no KO assigned 
RHAL1_03682,330, , ,protein of unknown function,,,no KO assigned 
RHAL1_03683,312, , ,hypothetical protein,,,no KO assigned 
RHAL1_03684,1500, , ,"Transcriptional regulator, LuxR family",,,no KO assigned 
RHAL1_03685,180, , ,exported protein of unknown function,,,no KO assigned 
RHAL1_03686,261, , ,hypothetical protein,,,no KO assigned 
RHAL1_03687,1869, , ,protein of unknown function,,,no KO assigned 
RHAL1_03688,648, , ,protein of unknown function,,,K05520 protease I [EC:3.5.1.124] 
RHAL1_03689,96, , ,protein of unknown function,,,no KO assigned 
RHAL1_03690,1101, , ,hypothetical protein,,,no KO assigned 
RHAL1_03691,1776, , ,Epimerase (modular protein),,,no KO assigned 
RHAL1_03692,375, , ,hypothetical protein,,,no KO assigned 
RHAL1_03693,1476,selB_1, ,Selenocysteine-specific elongation factor,,,K03833 selenocysteine-specific elongation factor 
